DefaultName,SpecTypeNIR,SpTNIR_indx,mag_upp,mag_low,Teff (K),Teff_unc (K),SexagesimalRA,SexagesimalDec,RA (deg),RA_unc (mas),Dec (deg),Dec_unc (mas),Epoch,Parallax (mas),Parallax_unc (mas),PMRA (mas/yr),PMRA_unc (mas/yr),PMDec (mas/yr),PMDec_unc (mas/yr),PlxPMRef,RUWE,#CompsInThisSystem,2MASS,WISE,Gaia,SpTNIR_ref,JMKO (mag),JMKOerr (mag),J2MASS (mag),J2MASSerr (mag),H (mag),Herr (mag),K (mag),Kerr (mag),Ks (mag),Kserr (mag),JHK_ref,2MASS_contam?,W1 (mag),W1err (mag),W2 (mag),W2err (mag),W3 (mag),W3err (mag),W4 (mag),W4err (mag),WISEphot_ref,WISE_contam?,GeneralNotes
DENIS J081730.0-615520,T6,66.0,13.1,0.0,1004,91,08 17 29.9988801367,-61 55 15.658629025,124.3735181,0.3779,-61.91613,0.4083,2016.0,191.8362,0.4186,-156.451,0.507,1099.366,0.503,Gaia EDR3,1.243,1,2MASS J08173001-6155158,WISEA J081729.76-615503.8,Gaia EDR3 5278042880077383040,Artigau2010,13.28,0.01,13.61,0.02,13.53,0.03,13.52,0.04,13.39,0.01,VKKfV,,12.972,0.012,11.282,0.009,9.661,0.033,9.273,0.433,CCAA,,
ULAS J131508.42+082627.4,T7.5,67.5,100.0,15.0,590,88,13 15 08.38,+08 26 26.1,198.78501,,8.440757,,2011.01,50.5,5.7,-61.4,2.1,-101.8,2.5,Kirkpatrick2019,,1,,WISEA J131508.40+082627.0,,Pinfield2008,18.86,0.07,,,19.5,0.07,19.6,0.12,,,f-ff-,,18.813,0.253,15.532,0.048,12.571,,9.037,,CCAA,,
ULAS J085910.69+101017.1,T7,67.0,100.0,15.0,709,88,08 59 10.51,+10 10 12.2,134.79402,,10.170582,,2012.27,50.3,1.7,-359.6,1.1,-615.3,1.1,Kirkpatrick2019,,1,,WISEA J085910.62+101014.8,,Pinfield2008,17.88,0.02,,,18.3,0.09,18.29,0.15,,,W-uu-,,17.589,0.082,15.343,0.041,12.035,,8.682,,CCAA,,
WISE J214706.78-102924.0,T7.5,67.5,15.0,14.5,774,88,21 47 06.81,-10 29 24.7,326.778468,2.3,-10.490353,2.5,2017.93,51.8,2.4,96.5,1.3,-143.2,1.6,Kirkpatrick2021a,,1,,WISEA J214706.79-102923.7,,Mace2013a,17.4,0.02,17.73,0.06,17.73,0.09,,,17.73,0.22,VSk-V,,17.688,0.104,14.984,0.033,12.143,,8.421,,CCAA,,
ULAS J090116.23-030635.0,T7.5,67.5,15.0,14.5,638,88,09 01 16.20,-03 06 37.4,135.3175,,-3.1102,,2012.78,62.6,2.6,-38.6,2.3,-261.2,2.8,Marocco2010,,1,,WISEA J090116.20-030636.0,,Lodieu2007,17.89,0.04,,,18.49,0.13,18.21,0.5,,,u-uf-,,17.406,0.071,14.608,0.021,11.993,,8.393,,CCAA,,
WISE J180901.07+383805.4,T7.5,67.5,15.0,14.5,780,88,18 09 00.81,+38 38 02.7,272.2536901,,38.63426,,2014.46,52.4,2.3,-590.5,2.5,-506.6,2.3,Best2020,,1,,WISEA J180901.06+383805.1,,Mace2013a,17.34,0.01,,,17.66,0.02,,,,,P-P--,,17.555,0.06,14.972,0.019,12.543,,9.199,,CCAA,,"This is LUH 13B, but parallax measurements show that it is not associated with HD 166620 = LUH 13A."
WISEA J032309.12-590751.0,T7,67.0,15.0,14.5,819,79,03 23 09.49,-59 07 47.9,50.789692,2.8,-59.129991,3.0,2016.7,72.1,2.9,532.5,1.3,507.5,1.7,Kirkpatrick2021a,,1,,WISEA J032309.12-590751.0,,Greco2019,16.67,0.01,,,,,,,16.79,0.06,V---V,,16.671,0.032,14.542,0.016,12.891,0.429,9.193,,CCAA,,
WISEPC J221354.69+091139.4,T7,67.0,15.0,14.5,867,88,22 13 54.65,+09 11 39.1,333.4778,,9.1942,,2012.59,54.5,2.5,-124.4,1.2,-30.0,0.7,Kirkpatrick2019,,1,,WISEA J221354.69+091139.3,,Kirkpatrick2011,16.78,0.02,16.98,0.05,16.99,0.11,,,16.99,0.2,UKk-B,,16.688,0.04,14.635,0.022,12.261,,,,CCA-,,
WISE J105257.95-194250.2,T7.5,67.5,14.5,14.0,785,88,10 52 58.05,-19 42 51.8,163.2418669,,-19.714291,,2014.36,67.8,2.2,318.0,2.2,-314.9,2.0,Best2020,,1,,WISEA J105257.95-194250.1,,Thompson2013,16.88,0.01,17.15,0.06,17.06,0.12,,,17.15,0.08,VTT-V,,16.53,0.037,14.238,0.018,11.687,,8.955,,CCAA,,
WISEPC J022322.39-293258.1,T7.5,67.5,14.5,14.0,706,88,02 23 22.75,-29 33 00.5,35.844782,,-29.550163,,2016.79,80.7,2.6,780.2,1.1,-535.1,1.5,Kirkpatrick2019,,1,,WISE J022322.36-293257.2,,Kirkpatrick2011,17.1,0.05,17.34,0.15,17.3,0.11,,,16.94,,KKK-p,,17.021,0.058,14.056,0.017,12.639,0.318,9.641,,CCWW,,
ULAS J232123.79+135454.9,T7.5,67.5,14.5,14.0,725,88,23 21 23.85,+13 54 50.3,350.34936,2.0,13.91405,2.1,2015.2,82.8,2.1,77.5,0.9,-570.0,1.0,Kirkpatrick2021a,,1,,WISEA J232123.82+135453.3,,Burningham2010,16.69,0.02,,,17.09,0.06,17.36,0.1,,,u-uu-,,16.866,0.042,14.218,0.017,12.337,,9.01,,CCAA,,
WISEPC J215751.38+265931.4,T7,67.0,14.5,14.0,762,88,21 57 51.37,+26 59 30.8,329.464069,1.9,26.991887,1.9,2015.3,61.2,2.0,67.9,0.8,-98.3,0.8,Kirkpatrick2021a,,1,,WISEA J215751.35+265931.2,,Kirkpatrick2011,17.07,0.02,17.31,0.03,17.45,0.04,,,,,UKK--,,16.79,0.042,14.449,0.019,11.968,,,,CCA-,,
WISEPA J185215.78+353716.3,T7,67.0,14.5,14.0,810,88,18 52 15.87,+35 37 14.9,283.0659,,35.6210,,2012.60,72.0,1.9,251.2,0.9,-287.1,0.9,Kirkpatrick2019,,1,2MASS J18521552+3537196,WISEA J185215.82+353716.2,,Kirkpatrick2011,16.33,0.01,16.5,0.12,16.76,0.01,,,17.08,,UKk-2,,16.186,0.03,14.202,0.016,12.229,0.323,8.806,,CCAA,,
CWISE J084506.51-330532.7,T7,67.0,14.5,14.0,819,79,08 45 06.49,-33 05 32.1,131.2770316,64.6,-33.092242,72.1,2015.41,57.3,,506.96,23.1,-933.0,26.4,CatWISE2020,,1,,CWISE J084506.51-330532.7,,Kirkpatrick2021a,16.85,0.01,,,,,,,17.62,0.15,V---V,,17.433,0.099,14.447,0.019,,,,,CC--,,Expected parallax is 57.3 mas (Kirkpatrick2021a).
WISE J112438.12-042149.7,T7,67.0,14.5,14.0,819,79,11 24 37.89,-04 21 49.6,171.157926,2.9,-4.363702,2.5,2015.87,59.4,2.9,-569.3,1.4,64.1,1.2,Kirkpatrick2021a,,1,2MASS J11243854-0421504,WISEA J112438.10-042149.6,,Mace2013a,16.37,0.02,16.73,0.13,16.96,,,,16.37,,-2p-2,,16.367,0.034,14.101,0.016,11.947,,8.363,,CCAA,,
WISE J061437.73+095135.0,T7,67.0,14.5,14.0,833,88,06 14 37.90,+09 51 34.5,93.657827,1.9,9.859562,1.9,2015.15,64.9,2.0,387.2,0.8,-153.2,0.8,Kirkpatrick2021a,,1,,WISEA J061437.75+095135.2,,Mace2013a,16.44,0.02,16.9,0.08,16.83,0.03,,,16.81,0.14,WBk-B,,16.55,0.042,14.173,0.018,11.984,,8.3,,CCAA,,Note that SIMBAD's 2MASS association is incorrect.
WISEPC J234841.10-102844.4,T7,67.0,14.5,14.0,853,88,23 48 41.34,-10 28 43.2,357.1716,,-10.4788,,2012.40,58.4,3.5,623.3,1.5,155.9,0.9,Kirkpatrick2019,,1,,WISEA J234841.11-102844.1,,Kirkpatrick2011,16.63,0.01,16.91,0.05,16.93,0.12,,,16.78,0.07,VKK-V,,16.7,0.043,14.387,0.02,12.355,,,,CCA-,,
WISE J125715.90+400854.2,T7,67.0,14.5,14.0,857,88,12 57 16.04,+40 08 54.9,194.316705,,40.148504,,2014.46,57.0,1.8,294.9,1.7,168.0,1.4,Best2020,,1,,WISEA J125715.91+400854.2,,Mace2013a,16.93,0.02,17.23,0.09,16.96,0.13,,,17.0,0.19,UBk-B,,16.495,0.032,14.411,0.018,12.201,,8.478,,CCAA,,
WISE J024124.73-365328.0,T7,67.0,14.5,14.0,868,88,02 41 24.84,-36 53 27.5,40.353521,2.3,-36.890949,2.5,2015.27,53.1,2.5,242.9,1.1,141.8,1.0,Kirkpatrick2021a,,1,,WISE J024124.73-365328.0,,Kirkpatrick2012,16.72,0.01,,,17.04,0.07,,,17.08,0.07,V-k-V,,16.69,0.036,14.392,0.018,12.766,0.354,9.539,,CCWW,,
WISEPC J145715.03+581510.2,T7,67.0,14.5,14.0,923,88,14 57 14.66,+58 15 09.8,224.3119,,58.2527,,2012.68,55.0,2.3,-498.0,1.1,-63.4,0.6,Kirkpatrick2019,,1,,WISEA J145715.01+581510.1,,Kirkpatrick2011,16.78,0.02,16.83,0.17,16.64,0.29,,,,,UKK-2,,16.781,0.03,14.441,0.014,13.068,0.505,9.523,,CCAA,,
WISE J004024.88+090054.8,T7,67.0,14.0,13.5,850,88,00 40 24.88,+09 00 54.3,10.103778,,9.015182,,2010.5,69.8,1.5,-52.3,0.9,-53.0,2.0,Kirkpatrick2019,,1,2MASS J00402492+0900547,WISEA J004024.88+090054.4,,Mace2013a,16.15,0.02,16.5,0.12,16.56,0.02,,,15.74,,W2k-2,,15.946,0.025,13.838,0.014,11.819,,8.557,,CCAA,,
WISEPC J231939.13-184404.3,T7.5,67.5,14.0,13.5,632,88,23 19 39.17,-18 44 03.9,349.913218,2.6,-18.734416,2.7,2015.44,80.9,2.7,76.7,1.1,134.4,1.1,Kirkpatrick2021a,,1,,WISEA J231939.14-184404.4,,Kirkpatrick2011,17.56,0.02,17.43,0.23,18.0,0.05,,,18.4,0.26,KKk-V,,16.838,0.053,13.932,0.016,11.779,,,,CCA-,,
WISEPA J201824.96-742325.9,T7,67.0,14.0,13.5,714,88,20 18 25.52,-74 23 34.4,304.60471,,-74.391622,,2012.64,83.2,1.9,307.7,1.0,-1008.4,1.6,Kirkpatrick2019,,1,,WISEA J201824.99-742327.9,,Kirkpatrick2011,16.78,0.02,,,17.17,0.04,,,17.67,0.14,V-k-V,,16.465,0.036,13.598,0.011,12.046,,,,CCA-,,
WISEPC J220922.10-273439.5,T7,67.0,14.0,13.5,751,88,22 09 21.69,-27 34 42.7,332.340951,3.6,-27.5783,3.3,2015.31,75.5,3.6,-762.5,1.7,-435.7,1.5,Kirkpatrick2021a,,1,2MASS J22092276-2734345,WISEA J220922.09-273439.9,,Kirkpatrick2011,16.57,0.01,16.98,0.04,17.08,0.05,,,17.13,0.08,VSk-V,,16.26,0.037,13.953,0.023,11.945,,,,CCA-,,
SDSS J162838.77+230821.1,T7,67.0,14.0,13.5,815,88,16 28 39.17,+23 08 15.3,247.16236,,23.13878,,2008.3,75.1,0.9,412.3,0.8,-443.0,0.8,Dupuy2012,,1,2MASS J16283855+2308241,WISEA J162838.99+230817.9,,Chiu2006,16.28,0.01,16.46,0.1,16.63,0.03,16.72,0.03,15.87,0.24,UKkD2,,16.161,0.041,13.859,0.026,11.802,0.25,9.122,,CCAA,,
2MASS J00501994-3322402,T7,67.0,14.0,13.5,836,71,00 50 21.62,-33 22 23.1,12.58726,,-33.37493,,2009.6,94.6,2.4,1150.5,2.1,939.0,2.1,Dupuy2012,,1,2MASS J00501994-3322402,WISEA J005021.05-332228.8,,Burgasser2006,15.65,0.1,15.93,0.07,16.04,0.1,15.91,0.1,15.24,0.19,DKkD2,,15.573,0.018,13.608,0.011,11.835,0.243,8.793,,CCAA,,
WISE J032547.72+083118.2,T7,67.0,14.0,13.5,885,88,03 25 47.77,+08 31 17.9,51.449089,2.7,8.521631,2.9,2015.52,76.3,2.8,125.7,1.3,-49.3,1.5,Kirkpatrick2021a,,1,,WISE J032547.72+083118.2,,Mace2013a,16.09,0.01,,,16.15,0.08,,,,,U----,,15.425,0.022,13.592,0.014,11.662,,8.799,,CCWW,,
WISE J052126.29+102528.4,T7.5,67.5,13.5,0.0,727,88,05 21 26.40,+10 25 25.8,80.359997,6.7,10.423818,6.9,2016.77,150.2,3.0,223.7,2.5,-438.3,2.5,Kirkpatrick2021a,,1,2MASS J05212615+1025328,WISEA J052126.30+102528.3,,Bihain2013,14.83,0.01,15.47,,15.78,0.15,,,14.8,,U22-2,,14.398,0.038,12.383,0.023,10.296,0.084,8.956,0.533,CCAA,yes,
2MASS J11145133-2618235,T7.5,67.5,13.5,0.0,669,55,11 14 47.52,-26 18 30.0,168.7033,,-26.3075,,2010.23,179.2,1.4,-3018.9,1.1,-384.1,1.6,Dupuy2012,,1,2MASS J11145133-2618235,WISEA J111448.74-261827.9,,Burgasser2006,15.65,0.01,15.86,0.08,16.04,0.02,16.54,0.05,16.47,0.08,VKVfV,,15.256,0.019,12.304,0.007,11.346,0.179,9.031,,CCAA,,
2MASS J03480772-6022270,T7,67.0,13.5,0.0,823,88,03 48 07.09,-60 22 40.1,57.030457,,-60.376464,,2010.75,120.1,1.8,-279.7,0.6,-768.5,0.7,Kirkpatrick2019,,1,2MASS J03480772-6022270,WISEA J034807.33-602235.2,,Burgasser2006,15.02,0.01,15.32,0.05,15.56,0.14,,,15.33,0.01,VKK-V,,14.998,0.014,12.574,0.009,11.22,0.082,9.53,,CCAA,,
2MASSI J0727182+171001,T7,67.0,13.5,0.0,845,71,07 27 19.63,+17 09 46.6,111.82967,,17.16461,,2009.81,112.5,0.9,1047.1,0.9,-764.1,0.9,Dupuy2012,,1,2MASS J07271824+1710012,WISEA J072719.15+170951.3,,Burgasser2006,15.21,0.01,15.6,0.06,15.67,0.03,15.69,0.03,15.56,0.19,UKkf2,,15.179,0.019,12.988,0.01,11.924,0.309,8.237,,CCAA,,
2MASSI J1217110-031113,T7.5,67.5,13.5,0.0,885,75,12 17 09.86,-03 11 11.9,184.2921,,-3.1867,,2013.01,91.7,2.2,-1054.4,1.7,75.6,1.8,Tinney2003,,1,2MASS J12171110-0311131,WISEA J121710.27-031112.1,,Burgasser2006,15.54,0.01,15.86,0.06,15.97,0.01,15.92,0.03,15.89,,uKuf2,,15.425,0.022,13.267,0.012,11.704,0.264,8.964,,CCAA,,
WISE J144806.48-253420.3,T8,68.0,100.0,15.0,626,88,14 48 06.52,-25 34 24.3,222.027156,2.0,-25.573457,2.0,2015.6,54.8,2.1,132.2,1.0,-745.5,1.0,Kirkpatrick2021a,,1,,WISEA J144806.48-253420.5,,Thompson2013,18.92,0.07,19.21,0.12,18.91,0.12,,,,,VTT--,,18.998,0.329,15.177,0.036,12.535,,8.447,,CCAA,,
VHS J143311.46-083736.3,T8,68.0,100.0,15.0,578,88,14 33 11.34,-08 37 37.3,218.297149,2.7,-8.627103,2.9,2016.51,56.5,2.8,-300.0,1.2,-210.4,1.5,Kirkpatrick2021a,,1,,WISEA J143311.41-083736.6,,Lodieu2012,19.01,0.02,,,19.42,0.21,,,,,W-k--,,18.263,0.163,15.215,0.035,12.784,,9.118,,CCAA,,
WISE J003231.09-494651.4,T8.5,68.5,100.0,15.0,609,88,00 32 30.83,-49 46 57.3,8.128639,2.4,-49.782345,2.3,2015.66,60.8,2.5,-368.6,1.2,-861.7,1.1,Kirkpatrick2021a,,1,,WISEA J003231.06-494651.9,,Kirkpatrick2012,18.56,0.06,,,18.87,0.14,,,18.59,0.24,V-V-V,,18.07,0.109,15.049,0.025,12.206,0.349,9.225,,CCAA,,
WISEA J061557.21+152626.1,T8.5,68.5,100.0,15.0,624,88,06 15 57.23,+15 26 23.6,93.988341,5.4,15.439648,5.3,2017.28,52.8,3.1,-29.1,2.6,-532.1,2.5,Kirkpatrick2021a,,1,,WISEA J061557.21+152626.1,,Martin2018,18.95,0.05,,,,,,,,,P----,,17.452,0.083,15.193,0.034,12.22,,8.763,,ccAA,,
CFBDS J013302.27+023128.4,T8.5,68.5,100.0,15.0,661,88,01 33 02.64,+02 31 28.4,23.261157,2.6,2.524501,2.2,2015.57,53.1,2.6,606.1,1.4,-115.7,1.1,Kirkpatrick2021a,,1,,WISEA J013302.45+023128.8,,Albert2011,18.34,0.08,,,18.62,0.1,,,,,u-k--,,17.52,0.085,15.037,0.033,12.662,,9.238,,CCAA,,
CWISEP J213838.74-313808.5,T8,68.0,100.0,15.0,686,79,21 38 38.77,-31 38 08.7,324.6614995,120.3,-31.635725,124.8,2015.41,50.2,,565.9,43.4,-349.63,45.2,CatWISE2020,,1,,CWISEP J213838.74-313808.5,,Kirkpatrick2021a,18.49,0.02,,,,,,,17.43,,G---a,,17.76,0.095,15.139,0.035,,,,,CC--,,Expected parallax is 50.2 mas (Kirkpatrick2021a).
CWISE J120502.74-180215.5,T8,68.0,100.0,15.0,686,79,12 05 02.75,-18 02 15.5,181.261441,11.8,-18.037635,7.0,2015.73,52.3,,-154.2,3.0,56.8,1.9,Kirkpatrick2021a,,1,,CWISE J120502.74-180215.5,,Kirkpatrick2021a,17.92,0.03,,,,,,,18.57,0.3,V---V,,17.795,0.106,15.016,0.032,11.856,,,,CCA-,,Expected parallax is 52.3 mas (Kirkpatrick2021a).
CWISE J230930.81+145630.6,T8,68.0,100.0,15.0,686,79,23 09 30.81,14 56 30.6,347.3782764,164.0,14.941943,177.3,2015.41,61.7,,682.6,64.6,-558.61,64.9,CatWISE2020,,1,,,,Meisner2020b,17.75,0.04,,,,,,,,,U----,,18.209,0.143,15.597,0.046,,,,,CC--,,Distance estimate is 16.2 pc (Kirkpatrick2024).
CWISE J004143.77-401929.9,T8 pec,68.0,100.0,15.0,686,79,00 41 43.78,-40 19 29.9,10.432378,7.5,-40.324986,5.0,2016.64,76.7,9.6,1196.6,1.7,-958.1,1.3,Kirkpatrick2021a,,1,,CWISE J004143.77-401929.9,,Kirkpatrick2021a,17.39,0.01,,,,,,,17.16,0.05,V---V,,17.037,0.048,15.016,0.025,12.356,0.385,,,CCA-,,
WISE J031624.35+430709.1,T8,68.0,15.0,14.5,520,88,03 16 24.58,+43 07 07.4,49.102455,2.0,43.118689,2.0,2015.56,74.7,2.1,375.5,0.9,-227.4,0.9,Kirkpatrick2021a,,1,,WISEA J031624.40+430708.7,,Mace2013a,19.47,0.04,,,19.7,0.09,,,,,m-k--,,17.354,0.078,14.647,0.022,12.411,,8.993,,CCAA,,
WISEPC J104245.23-384238.3,T8.5,68.5,15.0,14.5,570,88,10 42 45.27,-38 42 38.7,160.6886365,,-38.7107696,,2015.4,65.4,3.4,56.0,4.1,-75.1,5.2,Tinney2014,,1,,WISEA J104245.24-384238.1,,Kirkpatrick2011,18.81,0.08,,,19.21,0.02,,,,,V-k--,,17.863,0.088,14.649,0.02,12.558,,9.096,,CCAA,,
WISE J105130.01-213859.7,T8.5,68.5,15.0,14.5,575,88,10 51 30.07,-21 39 00.4,162.875304,2.1,-21.650122,2.1,2015.82,64.0,2.3,130.0,1.0,-154.9,0.9,Kirkpatrick2021a,,1,,WISEA J105130.02-213859.9,,Martin2018,18.61,0.08,18.94,0.1,19.19,0.39,,,,,VSk--,,17.112,0.062,14.596,0.023,12.132,,8.899,,CCAA,,
WISEPA J075003.84+272544.8,T8.5,68.5,15.0,14.5,583,88,07 50 03.35,+27 25 43.5,117.51434,,27.42869,,2014.88,68.4,3.4,-755.7,2.0,-205.6,1.8,Kirkpatrick2019,,1,,WISEA J075003.75+272545.0,,Kirkpatrick2011,18.7,0.03,19.03,0.21,18.93,0.06,,,18.63,,PBP-B,,17.892,0.135,14.575,0.025,12.417,,8.502,,CCAA,,
WISE J054047.00+483232.4,T8.5,68.5,15.0,14.5,606,88,05 40 47.14,+48 32 28.9,85.196431,2.0,48.541309,2.0,2015.57,69.4,2.1,249.0,0.9,-631.5,0.9,Kirkpatrick2021a,,1,,WISEA J054047.01+483232.2,,Mace2013a,18.49,0.02,,,18.62,0.05,,,,,m-k--,,18.1,0.144,14.922,0.026,11.878,,9.115,,CCAA,,
WISEPC J032337.53-602554.9,T8.5,68.5,15.0,14.5,617,88,03 23 37.92,-60 25 55.5,50.907945,2.2,-60.432034,2.3,2015.4,71.7,2.3,517.2,1.0,-165.3,1.0,Kirkpatrick2021a,,1,,WISEA J032337.53-602554.5,,Kirkpatrick2011,18.38,0.02,,,18.42,0.01,,,,,M-M--,,17.552,0.052,14.502,0.014,12.146,,9.07,,CCAA,,
ULAS J003402.77-005206.7,T8.5,68.5,15.0,14.5,619,88,00 34 02.77,-00 52 10.2,8.51161,,-0.86872,,2009.6,68.7,1.4,-16.7,1.0,-358.8,0.8,Dupuy2012,,1,,WISEA J003402.79-005208.2,,Cushing2011,18.18,0.04,,,18.49,0.04,18.48,0.04,,,V-ff-,,17.235,0.063,14.579,0.022,11.955,,8.54,,CCAA,,
ULAS J130217.21+130851.2,T8,68.0,15.0,14.5,640,88,13 02 16.93,+13 08 50.8,195.5705477,,13.1474444,,2015.4,65.0,5.0,-445.0,6.0,5.0,7.0,Manjavacas2013,,1,,WISEA J130217.07+130851.1,,Cushing2011,18.0,0.03,,,18.39,0.12,18.16,0.16,,,u-uu-,,17.538,0.084,14.921,0.029,12.158,0.416,8.566,,CCAA,,
ULAS J115239.94+113407.6,T8.5,68.5,15.0,14.5,643,88,11 52 39.77,+11 34 07.2,178.165234,2.5,11.568659,2.3,2018.37,56.7,2.7,-488.2,1.7,-35.6,1.5,Kirkpatrick2021a,,1,,WISEA J115239.94+113406.9,,Burningham2013,18.26,0.04,,,18.66,0.1,18.32,0.17,,,u-uu-,,17.11,0.056,14.773,0.026,11.681,,8.439,,CCAA,,
WISE J024714.52+372523.5,T8,68.0,15.0,14.5,656,88,02 47 14.56,+37 25 22.9,41.8107256,,37.422973,,2014.78,64.8,2.0,28.9,1.4,-88.0,1.2,Best2020,,1,,WISE J024714.52+372523.5,,Mace2013a,18.02,0.02,18.44,0.17,18.24,0.19,,,18.37,0.3,WBB-B,,17.737,0.089,14.578,0.022,12.583,,9.112,,CCWW,,
WISE J130141.62-030212.9,T8.5,68.5,15.0,14.5,679,88,13 01 41.67,-03 02 14.1,195.423723,4.5,-3.037427,2.8,2017.35,54.5,4.5,229.2,3.2,-299.3,2.0,Kirkpatrick2021a,,1,,WISEA J130141.63-030212.9,,Mace2013a,18.0,0.02,,,18.39,0.06,,,,,m-k--,,17.675,0.14,14.951,0.041,11.995,,9.096,,CCAA,,
WISEPA J143602.19-181421.8,T8 pec,68.0,15.0,14.5,686,79,14 36 02.18,-18 14 22.3,219.009052,2.0,-18.239562,1.9,2015.35,50.9,2.0,-71.4,0.9,-92.1,0.9,Kirkpatrick2021a,,1,,WISEA J143602.19-181422.0,,Kirkpatrick2011,17.45,0.02,17.52,0.13,17.62,,,,17.45,0.1,V22-V,,16.72,0.047,14.74,0.027,12.596,0.436,8.955,,CCAA,,
CWISE J011952.82-450231.2,T8,68.0,15.0,14.5,686,79,01 19 52.82,-45 02 31.3,19.9700869,65.8,-45.042024,62.9,2015.41,59.1,,158.3,22.5,-24.4,21.7,CatWISE2020,,1,,CWISE J011952.82-450231.2,,Kirkpatrick2021a,17.12,0.01,,,17.51,0.05,,,17.36,0.08,V-V-V,,17.126,0.048,14.77,0.02,12.307,,,,CCA-,,
WISEA J220304.18+461923.4,T8,68.0,15.0,14.5,686,79,22 03 04.91,+46 19 21.8,330.770876,2.8,46.322691,3.0,2017.3,75.1,3.4,1289.1,3.3,-271.1,3.2,Kirkpatrick2021a,,1,,WISEA J220304.18+461923.4,,Martin2018,18.57,0.02,,,,,,,,,e----,,17.67,0.084,14.678,0.019,12.267,,9.164,,CCAA,,
WISE J131833.98-175826.5,T8,68.0,15.0,14.5,719,88,13 18 33.80,-17 58 26.2,199.640853,2.2,-17.973998,2.0,2015.44,63.5,2.2,-526.2,1.0,0.9,1.0,Kirkpatrick2021a,,1,,WISEA J131833.96-175826.3,,Martin2018,18.28,0.04,18.43,0.19,17.71,0.23,,,17.62,,VBk-B,,17.41,0.082,14.741,0.025,12.281,,9.312,,CCAA,,
WISEPA J074457.15+562821.8,T8,68.0,15.0,14.5,726,88,07 44 57.35,+56 28 17.1,116.238936,1.9,56.471453,2.0,2015.34,65.3,2.0,149.3,0.8,-767.3,0.8,Kirkpatrick2021a,,1,,WISEA J074457.24+562820.9,,Kirkpatrick2011,17.27,0.02,17.68,0.11,17.59,0.12,,,17.57,0.2,WKK-B,,16.811,0.045,14.505,0.019,12.646,0.498,8.935,,CCAA,,
WISEPC J222623.05+044003.9,T8,68.0,15.0,14.5,817,88,22 26 22.96,+04 40 01.1,336.5960,,4.6675,,2011.68,54.4,5.9,-283.2,3.8,-463.6,5.1,Kirkpatrick2019,,1,,WISEA J222623.06+044003.2,,Kirkpatrick2011,16.92,0.01,17.02,0.08,17.32,0.02,,,17.24,0.09,PKk-u,,17.387,0.079,14.608,0.022,12.356,,,,CCA-,,
WISE J201920.76-114807.5,T8:,68.0,14.5,14.0,613,88,20 19 20.88,-11 48 07.8,304.837075,2.6,-11.802171,2.6,2016.68,79.9,2.7,354.0,1.1,-55.7,1.1,Kirkpatrick2021a,,1,,WISEA J201920.75-114807.5,,Mace2013a,18.09,0.06,18.55,0.08,18.23,0.07,,,,,mSk--,,16.907,0.05,14.329,0.021,11.959,,8.837,,CCAA,,
WISE J043052.92+463331.6,T8,68.0,14.5,14.0,516,88,04 30 53.42,+46 33 33.6,67.723058,2.8,46.559463,2.8,2017.3,96.1,2.9,882.5,1.8,381.5,1.8,Kirkpatrick2021a,,1,,WISE J043052.92+463331.6,,Mace2013a,19.06,0.02,,,19.24,0.12,,,,,W-k--,,18.161,0.171,14.31,0.018,11.514,0.177,8.689,,CCWW,,
WISEPA J181210.85+272144.3,T8.5:,68.5,14.5,14.0,536,88,18 12 10.89,+27 21 42.9,273.0451,,27.362316,,2012.66,98.5,4.4,140.3,4.1,-322.2,7.8,Kirkpatrick2019,,1,,WISEA J181210.83+272144.2,,Cushing2011,18.19,0.06,18.58,,18.83,0.16,,,17.03,,KKK-p,,17.168,0.052,14.221,0.015,12.095,,9.161,,CCAA,,
WISE J102557.72+030755.7,T8.5,68.5,14.5,14.0,594,88,10 25 57.22,+03 07 54.9,156.488602,2.2,3.131989,2.1,2015.82,83.6,2.3,-1203.0,1.0,-143.6,1.0,Kirkpatrick2021a,,1,,WISEA J102557.67+030755.8,,Mace2013a,17.93,0.03,18.34,0.15,18.36,0.05,,,18.19,,mBk-B,,17.69,0.095,14.217,0.015,12.344,,8.711,,CCAA,,
WISEPC J151906.64+700931.5,T8,68.0,14.5,14.0,612,88,15 19 07.01,+70 09 28.1,229.778957,3.1,70.157986,2.2,2015.52,78.5,2.6,318.3,1.3,-501.5,0.9,Kirkpatrick2021a,,1,,WISEA J151906.63+700931.3,,Kirkpatrick2011,17.88,0.03,17.58,,18.28,0.07,,,,,KKK--,,17.08,0.038,14.128,0.015,13.264,0.495,9.659,,CCAA,,
WISEPA J050003.05-122343.2,T8,68.0,14.5,14.0,614,88,05 00 02.77,-12 23 39.8,75.0120852,,-12.394672,,2014.78,84.6,2.2,-533.6,1.6,490.5,1.9,Best2020,,1,,WISEA J050003.03-122343.1,,Kirkpatrick2011,17.88,0.02,18.32,0.12,18.1,0.08,,,,,WSS--,,16.974,0.067,14.1,0.024,12.514,,8.832,,CCAA,,
